"000014","5","2","93","","","","0","","0449";
"000014","5","3","92","","","","1","","0451";
"000014","5","4","91","","","","2","","0453";
"000014","5","5","126","","","","2","","0454";
"000014","5","6","77","","","","3","","0455";
"000014","5","7","78","","","","3","","0457";
"000014","5","8","79","","","","4","","0459";
"000014","5","9","52","","","","5","","0501";
"000014","5","10","50","","","","5","","0502";
"000014","5","11","51","","","","6","","0503";
"000014","5","12","33","","","","7","","0506";
"000014","5","13","25","","","","7","","0508";
"000014","5","14","42","","","","8","","0510";
"000014","5","15","38","","","","9","","0512";
"000014","5","16","34","","","","9","","0514";
"000014","5","17","28","","","","10","","0516";
"000014","5","18","96","","","","11","","0518";
"000014","5","19","94","","","","11","","0520";
"000014","5","20","93","","","","12","","0522";
"000014","5","21","92","","","","13","0525","";
"000014","7","2","93","","","","0","","0449";
"000014","7","3","92","","","","1","","0451";
"000014","7","4","91","","","","2","","0453";
"000014","7","5","126","","","","2","","0454";
"000014","7","6","77","","","","3","","0455";
"000014","7","7","78","","","","3","","0457";
"000014","7","8","79","","","","4","","0459";
"000014","7","9","52","","","","5","","0502";
"000014","7","10","50","","","","5","","0503";
"000014","7","11","51","","","","6","","0505";
"000014","7","12","33","","","","7","","0508";
"000014","7","13","25","","","","7","","0510";
"000014","7","14","42","","","","8","","0512";
"000014","7","15","38","","","","9","","0514";
"000014","7","16","34","","","","9","","0516";
"000014","7","17","28","","","","10","","0518";
"000014","7","18","96","","","","11","","0521";
"000014","7","19","94","","","","11","","0523";
"000014","7","20","93","","","","12","","0525";
"000014","7","21","92","","","","13","0528","";
"000014","11","2","93","","","","0","","0506";
"000014","11","3","92","","","","1","","0509";
"000014","11","4","91","","","","2","","0511";
"000014","11","5","126","","","","2","","0512";
"000014","11","6","77","","","","3","","0513";
"000014","11","7","78","","","","3","","0515";
"000014","11","8","79","","","","4","","0517";
"000014","11","9","52","","","","5","","0520";
"000014","11","10","50","","","","5","","0521";
"000014","11","11","51","","","","6","","0523";
"000014","11","12","33","","","","7","","0526";
"000014","11","13","25","","","","7","","0528";
"000014","11","14","42","","","","8","","0530";
"000014","11","15","38","","","","9","","0532";
"000014","11","16","34","","","","9","","0534";
"000014","11","17","28","","","","10","","0536";
"000014","11","18","96","","","","11","","0539";
"000014","11","19","94","","","","11","","0541";
"000014","11","20","93","","","","12","","0543";
"000014","11","21","92","","","","13","0546","";
"000014","15","2","93","","","","0","","0507";
"000014","15","3","92","","","","1","","0510";
"000014","15","4","91","","","","2","","0512";
"000014","15","5","126","","","","2","","0513";
"000014","15","6","77","","","","3","","0514";
"000014","15","7","78","","","","3","","0516";
"000014","15","8","79","","","","4","","0518";
"000014","15","9","52","","","","5","","0520";
"000014","15","10","50","","","","5","","0521";
"000014","15","11","51","","","","6","","0522";
"000014","15","12","33","","","","7","","0525";
"000014","15","13","25","","","","7","","0527";
"000014","15","14","42","","","","8","","0529";
"000014","15","15","38","","","","9","","0531";
"000014","15","16","34","","","","9","","0533";
"000014","15","17","28","","","","10","","0535";
"000014","15","18","96","","","","11","","0537";
"000014","15","19","94","","","","11","","0539";
"000014","15","20","93","","","","12","","0541";
"000014","15","21","92","","","","13","0544","";
"000014","19","2","93","","","","0","","0509";
"000014","19","3","92","","","","1","","0512";
"000014","19","4","91","","","","2","","0514";
"000014","19","5","126","","","","2","","0515";
"000014","19","6","77","","","","3","","0516";
"000014","19","7","78","","","","3","","0518";
"000014","19","8","79","","","","4","","0520";
"000014","19","9","52","","","","5","","0523";
"000014","19","10","50","","","","5","","0524";
"000014","19","11","51","","","","6","","0526";
"000014","19","12","33","","","","7","","0529";
"000014","19","13","25","","","","7","","0531";
"000014","19","14","42","","","","8","","0533";
"000014","19","15","38","","","","9","","0535";
"000014","19","16","34","","","","9","","0537";
"000014","19","17","28","","","","10","","0539";
"000014","19","18","96","","","","11","","0542";
"000014","19","19","94","","","","11","","0544";
"000014","19","20","93","","","","12","","0546";
"000014","19","21","92","","","","13","0549","";
"000014","23","2","93","","","","0","","0518";
"000014","23","3","92","","","","1","","0521";
"000014","23","4","91","","","","2","","0523";
"000014","23","5","126","","","","2","","0524";
"000014","23","6","77","","","","3","","0525";
"000014","23","7","78","","","","3","","0527";
"000014","23","8","79","","","","4","","0529";
"000014","23","9","52","","","","5","","0532";
"000014","23","10","50","","","","5","","0533";
"000014","23","11","51","","","","6","","0535";
"000014","23","12","33","","","","7","","0538";
"000014","23","13","25","","","","7","","0540";
"000014","23","14","42","","","","8","","0542";
"000014","23","15","38","","","","9","","0544";
"000014","23","16","34","","","","9","","0546";
"000014","23","17","28","","","","10","","0548";
"000014","23","18","96","","","","11","","0551";
"000014","23","19","94","","","","11","","0553";
"000014","23","20","93","","","","12","","0555";
"000014","23","21","92","","","","13","0558","";
"000014","27","2","93","","","","0","","0524";
"000014","27","3","92","","","","1","","0527";
"000014","27","4","91","","","","2","","0529";
"000014","27","5","126","","","","2","","0530";
"000014","27","6","77","","","","3","","0531";
"000014","27","7","78","","","","3","","0533";
"000014","27","8","79","","","","4","","0535";
"000014","27","9","52","","","","5","","0538";
"000014","27","10","50","","","","5","","0539";
"000014","27","11","51","","","","6","","0541";
"000014","27","12","33","","","","7","","0544";
"000014","27","13","25","","","","7","","0546";
"000014","27","14","42","","","","8","","0548";
"000014","27","15","38","","","","9","","0550";
"000014","27","16","34","","","","9","","0552";
"000014","27","17","28","","","","10","","0554";
"000014","27","18","96","","","","11","","0557";
"000014","27","19","94","","","","11","","0559";
"000014","27","20","93","","","","12","","0601";
"000014","27","21","92","","","","13","0604","";
"000014","31","2","93","","","","0","","0532";
"000014","31","3","92","","","","1","","0535";
"000014","31","4","91","","","","2","","0537";
"000014","31","5","126","","","","2","","0538";
"000014","31","6","77","","","","3","","0539";
"000014","31","7","78","","","","3","","0541";
"000014","31","8","79","","","","4","","0543";
"000014","31","9","52","","","","5","","0546";
"000014","31","10","50","","","","5","","0547";
"000014","31","11","51","","","","6","","0549";
"000014","31","12","33","","","","7","","0552";
"000014","31","13","25","","","","7","","0554";
"000014","31","14","42","","","","8","","0556";
"000014","31","15","38","","","","9","","0558";
"000014","31","16","34","","","","9","","0600";
"000014","31","17","28","","","","10","","0602";
"000014","31","18","96","","","","11","","0605";
"000014","31","19","94","","","","11","","0607";
"000014","31","20","93","","","","12","","0609";
"000014","31","21","92","","","","13","0612","";
"000014","33","2","93","","","","0","","0539";
"000014","33","3","92","","","","1","","0542";
"000014","33","4","91","","","","2","","0544";
"000014","33","5","126","","","","2","","0545";
"000014","33","6","77","","","","3","","0546";
"000014","33","7","78","","","","3","","0548";
"000014","33","8","79","","","","4","","0550";
"000014","33","9","52","","","","5","","0553";
"000014","33","10","50","","","","5","","0554";
"000014","33","11","51","","","","6","","0556";
"000014","33","12","33","","","","7","","0559";
"000014","33","13","25","","","","7","","0601";
"000014","33","14","42","","","","8","","0603";
"000014","33","15","38","","","","9","","0605";
"000014","33","16","34","","","","9","","0607";
"000014","33","17","28","","","","10","","0609";
"000014","33","18","96","","","","11","","0612";
"000014","33","19","94","","","","11","","0614";
"000014","33","20","93","","","","12","","0616";
"000014","33","21","92","","","","13","0619","";
"000014","35","2","93","","","","0","","0542";
"000014","35","3","92","","","","1","","0545";
"000014","35","4","91","","","","2","","0547";
"000014","35","5","126","","","","2","","0548";
"000014","35","6","77","","","","3","","0549";
"000014","35","7","78","","","","3","","0551";
"000014","35","8","79","","","","4","","0553";
"000014","35","9","52","","","","5","","0555";
"000014","35","10","50","","","","5","","0556";
"000014","35","11","51","","","","6","","0557";
"000014","35","12","33","","","","7","","0600";
"000014","35","13","25","","","","7","","0602";
"000014","35","14","42","","","","8","","0604";
"000014","35","15","38","","","","9","","0606";
"000014","35","16","34","","","","9","","0608";
"000014","35","17","28","","","","10","","0610";
"000014","35","18","96","","","","11","","0612";
"000014","35","19","94","","","","11","","0614";
"000014","35","20","93","","","","12","","0616";
"000014","35","21","92","","","","13","0619","";
"000014","37","2","93","","","","0","","0542";
"000014","37","3","92","","","","1","","0545";
"000014","37","4","91","","","","2","","0547";
"000014","37","5","126","","","","2","","0548";
"000014","37","6","77","","","","3","","0549";
"000014","37","7","78","","","","3","","0551";
"000014","37","8","79","","","","4","","0553";
"000014","37","9","52","","","","5","","0556";
"000014","37","10","50","","","","5","","0557";
"000014","37","11","51","","","","6","","0559";
"000014","37","12","33","","","","7","","0602";
"000014","37","13","25","","","","7","","0604";
"000014","37","14","42","","","","8","","0606";
"000014","37","15","38","","","","9","","0608";
"000014","37","16","34","","","","9","","0610";
"000014","37","17","28","","","","10","","0612";
"000014","37","18","96","","","","11","","0615";
"000014","37","19","94","","","","11","","0617";
"000014","37","20","93","","","","12","","0619";
"000014","37","21","92","","","","13","0622","";
"000014","39","2","93","","","","0","","0552";
"000014","39","3","92","","","","1","","0555";
"000014","39","4","91","","","","2","","0557";
"000014","39","5","126","","","","2","","0558";
"000014","39","6","77","","","","3","","0559";
"000014","39","7","78","","","","3","","0601";
"000014","39","8","79","","","","4","","0603";
"000014","39","9","52","","","","5","","0606";
"000014","39","10","50","","","","5","","0607";
"000014","39","11","51","","","","6","","0609";
"000014","39","12","33","","","","7","","0612";
"000014","39","13","25","","","","7","","0614";
"000014","39","14","42","","","","8","","0616";
"000014","39","15","38","","","","9","","0618";
"000014","39","16","34","","","","9","","0620";
"000014","39","17","28","","","","10","","0622";
"000014","39","18","96","","","","11","","0625";
"000014","39","19","94","","","","11","","0627";
"000014","39","20","93","","","","12","","0629";
"000014","39","21","92","","","","13","0632","";
"000014","41","2","93","","","","0","","0554";
"000014","41","3","92","","","","1","","0557";
"000014","41","4","91","","","","2","","0559";
"000014","41","5","126","","","","2","","0600";
"000014","41","6","77","","","","3","","0601";
"000014","41","7","78","","","","3","","0603";
"000014","41","8","79","","","","4","","0605";
"000014","41","9","52","","","","5","","0608";
"000014","41","10","50","","","","5","","0609";
"000014","41","11","51","","","","6","","0611";
"000014","41","12","33","","","","7","","0614";
"000014","41","13","25","","","","7","","0616";
"000014","41","14","42","","","","8","","0618";
"000014","41","15","38","","","","9","","0620";
"000014","41","16","34","","","","9","","0622";
"000014","41","17","28","","","","10","","0624";
"000014","41","18","96","","","","11","","0627";
"000014","41","19","94","","","","11","","0629";
"000014","41","20","93","","","","12","","0631";
"000014","41","21","92","","","","13","0634","";
"000014","43","2","93","","","","0","","0602";
"000014","43","3","92","","","","1","","0605";
"000014","43","4","91","","","","2","","0607";
"000014","43","5","126","","","","2","","0608";
"000014","43","6","77","","","","3","","0609";
"000014","43","7","78","","","","3","","0611";
"000014","43","8","79","","","","4","","0613";
"000014","43","9","52","","","","5","","0616";
"000014","43","10","50","","","","5","","0617";
"000014","43","11","51","","","","6","","0619";
"000014","43","12","33","","","","7","","0622";
"000014","43","13","25","","","","7","","0624";
"000014","43","14","42","","","","8","","0626";
"000014","43","15","38","","","","9","","0628";
"000014","43","16","34","","","","9","","0630";
"000014","43","17","28","","","","10","","0632";
"000014","43","18","96","","","","11","","0635";
"000014","43","19","94","","","","11","","0637";
"000014","43","20","93","","","","12","","0639";
"000014","43","21","92","","","","13","0642","";
"000014","45","2","93","","","","0","","0607";
"000014","45","3","92","","","","1","","0610";
"000014","45","4","91","","","","2","","0612";
"000014","45","5","126","","","","2","","0613";
"000014","45","6","77","","","","3","","0614";
"000014","45","7","78","","","","3","","0616";
"000014","45","8","79","","","","4","","0618";
"000014","45","9","52","","","","5","","0620";
"000014","45","10","50","","","","5","","0621";
"000014","45","11","51","","","","6","","0622";
"000014","45","12","33","","","","7","","0625";
"000014","45","13","25","","","","7","","0627";
"000014","45","14","42","","","","8","","0629";
"000014","45","15","38","","","","9","","0631";
"000014","45","16","34","","","","9","","0633";
"000014","45","17","28","","","","10","","0635";
"000014","45","18","96","","","","11","","0637";
"000014","45","19","94","","","","11","","0639";
"000014","45","20","93","","","","12","","0641";
"000014","45","21","92","","","","13","0644","";
"000014","47","2","93","","","","0","","0610";
"000014","47","3","92","","","","1","","0613";
"000014","47","4","91","","","","2","","0615";
"000014","47","5","126","","","","2","","0616";
"000014","47","6","77","","","","3","","0617";
"000014","47","7","78","","","","3","","0619";
"000014","47","8","79","","","","4","","0621";
"000014","47","9","52","","","","5","","0624";
"000014","47","10","50","","","","5","","0625";
"000014","47","11","51","","","","6","","0627";
"000014","47","12","33","","","","7","","0630";
"000014","47","13","25","","","","7","","0632";
"000014","47","14","42","","","","8","","0634";
"000014","47","15","38","","","","9","","0636";
"000014","47","16","34","","","","9","","0638";
"000014","47","17","28","","","","10","","0640";
"000014","47","18","96","","","","11","","0643";
"000014","47","19","94","","","","11","","0645";
"000014","47","20","93","","","","12","","0647";
"000014","47","21","92","","","","13","0650","";
"000014","49","2","93","","","","0","","0612";
"000014","49","3","92","","","","1","","0615";
"000014","49","4","91","","","","2","","0617";
"000014","49","5","126","","","","2","","0618";
"000014","49","6","77","","","","3","","0619";
"000014","49","7","78","","","","3","","0621";
"000014","49","8","79","","","","4","","0623";
"000014","49","9","52","","","","5","","0626";
"000014","49","10","50","","","","5","","0627";
"000014","49","11","51","","","","6","","0629";
"000014","49","12","33","","","","7","","0632";
"000014","49","13","25","","","","7","","0634";
"000014","49","14","42","","","","8","","0636";
"000014","49","15","38","","","","9","","0638";
"000014","49","16","34","","","","9","","0640";
"000014","49","17","28","","","","10","","0642";
"000014","49","18","96","","","","11","","0645";
"000014","49","19","94","","","","11","","0647";
"000014","49","20","93","","","","12","","0649";
"000014","49","21","92","","","","13","0652","";
"000014","53","2","93","","","","0","","0622";
"000014","53","3","92","","","","1","","0625";
"000014","53","4","91","","","","2","","0627";
"000014","53","5","126","","","","2","","0628";
"000014","53","6","77","","","","3","","0629";
"000014","53","7","78","","","","3","","0631";
"000014","53","8","79","","","","4","","0633";
"000014","53","9","52","","","","5","","0636";
"000014","53","10","50","","","","5","","0637";
"000014","53","11","51","","","","6","","0639";
"000014","53","12","33","","","","7","","0642";
"000014","53","13","25","","","","7","","0644";
"000014","53","14","42","","","","8","","0646";
"000014","53","15","38","","","","9","","0648";
"000014","53","16","34","","","","9","","0650";
"000014","53","17","28","","","","10","","0652";
"000014","53","18","96","","","","11","","0655";
"000014","53","19","94","","","","11","","0657";
"000014","53","20","93","","","","12","","0659";
"000014","53","21","92","","","","13","0702","";
"000014","55","2","93","","","","0","","0622";
"000014","55","3","92","","","","1","","0625";
"000014","55","4","91","","","","2","","0627";
"000014","55","5","126","","","","2","","0628";
"000014","55","6","77","","","","3","","0629";
"000014","55","7","78","","","","3","","0631";
"000014","55","8","79","","","","4","","0633";
"000014","55","9","52","","","","5","","0636";
"000014","55","10","50","","","","5","","0637";
"000014","55","11","51","","","","6","","0639";
"000014","55","12","33","","","","7","","0642";
"000014","55","13","25","","","","7","","0644";
"000014","55","14","42","","","","8","","0646";
"000014","55","15","38","","","","9","","0648";
"000014","55","16","34","","","","9","","0650";
"000014","55","17","28","","","","10","","0652";
"000014","55","18","96","","","","11","","0655";
"000014","55","19","94","","","","11","","0657";
"000014","55","20","93","","","","12","","0659";
"000014","55","21","92","","","","13","0702","";
"000014","57","2","93","","","","0","","0632";
"000014","57","3","92","","","","1","","0635";
"000014","57","4","91","","","","2","","0637";
"000014","57","5","126","","","","2","","0638";
"000014","57","6","77","","","","3","","0639";
"000014","57","7","78","","","","3","","0641";
"000014","57","8","79","","","","4","","0643";
"000014","57","9","52","","","","5","","0645";
"000014","57","10","50","","","","5","","0646";
"000014","57","11","51","","","","6","","0647";
"000014","57","12","33","","","","7","","0650";
"000014","57","13","25","","","","7","","0652";
"000014","57","14","42","","","","8","","0654";
"000014","57","15","38","","","","9","","0656";
"000014","57","16","34","","","","9","","0658";
"000014","57","17","28","","","","10","","0700";
"000014","57","18","96","","","","11","","0702";
"000014","57","19","94","","","","11","","0704";
"000014","57","20","93","","","","12","","0706";
